id,order_hour,day_of_week,restaurant_type,cuisine_type,distance_km,estimated_delivery_min,order_value_inr,num_items,is_peak_hour,weather_condition,traffic_density,delivery_partner_rating,delivery_partner_orders,restaurant_rating,restaurant_avg_prep_min,is_promo_order,area_type,is_late
1650,8,thursday,fast_food,dessert,2.0,90,2937.0,4,true,light_rain,heavy,3.3,2144.0,3.5,11.0,false,commercial,on_time
1651,14,tuesday,casual_dining,south_indian,1.5,13,2055.0,9,true,clear,moderate,4.3,4439.0,3.1,,false,highway,on_time
1652,7,monday,cloud_kitchen,pizza_burger,1.9,77,2802.0,4,false,heavy_rain,heavy,2.6,2241.0,4.0,41.6,false,residential,on_time
1653,4,saturday,fast_food,italian,9.0,60,2521.0,8,false,clear,gridlock,2.5,2559.0,4.0,,false,residential,late
1654,10,monday,fast_food,indian,1.2,42,1778.0,9,false,humid,gridlock,3.6,1475.0,3.7,,false,residential,late
1655,1,friday,fast_food,italian,5.4,87,2058.0,5,true,heavy_rain,heavy,3.6,4103.0,3.6,13.6,false,commercial,late
1656,23,wednesday,cloud_kitchen,biryani,11.4,33,1912.0,13,false,light_rain,heavy,4.5,330.0,4.3,17.7,true,college_area,late
1657,14,tuesday,cafe,other,4.8,84,2032.0,6,false,clear,moderate,4.6,4179.0,3.2,14.2,false,market,on_time
1658,5,thursday,fast_food,indian,11.6,34,867.0,3,true,clear,heavy,3.7,2674.0,3.5,15.6,false,residential,on_time
1659,7,saturday,cafe,south_indian,11.3,37,1283.0,12,false,heavy_rain,heavy,3.7,,3.4,30.7,false,residential,on_time
1660,4,thursday,casual_dining,italian,4.1,16,1818.0,5,true,clear,heavy,3.3,890.0,4.4,27.7,false,commercial,on_time
1661,15,saturday,cafe,south_indian,11.1,45,203.0,5,false,humid,heavy,3.7,762.0,3.9,30.8,false,market,late
1662,17,tuesday,fast_food,indian,11.3,19,1500.0,15,true,light_rain,moderate,2.0,1024.0,3.1,35.4,false,highway,on_time
1663,5,saturday,cloud_kitchen,chinese,6.3,45,2593.0,14,false,clear,low,3.5,1681.0,3.1,33.1,false,college_area,on_time
1664,4,tuesday,casual_dining,dessert,3.6,27,1527.0,2,false,clear,low,,3257.0,4.8,11.9,false,residential,on_time
1665,15,saturday,cafe,biryani,8.1,15,1701.0,10,false,fog,heavy,3.3,1062.0,4.3,16.8,true,college_area,late
1666,12,friday,fast_food,south_indian,13.9,16,685.0,6,false,clear,moderate,3.3,904.0,4.2,23.2,true,highway,on_time
1667,4,sunday,casual_dining,chinese,9.8,21,2403.0,9,false,light_rain,heavy,3.6,134.0,3.7,59.3,false,commercial,late
1668,12,thursday,casual_dining,chinese,3.0,50,1140.0,11,false,heavy_rain,low,3.8,1126.0,4.6,29.7,false,highway,late
1669,16,monday,casual_dining,italian,10.4,72,,15,false,clear,moderate,,1965.0,3.0,23.1,false,highway,on_time
1670,17,monday,fast_food,dessert,6.7,34,2982.0,7,false,hot,moderate,4.1,2040.0,4.2,28.7,false,commercial,late
1671,7,sunday,cloud_kitchen,other,9.1,90,2756.0,14,false,fog,moderate,4.4,4189.0,3.4,16.0,false,college_area,on_time
1672,12,friday,fast_food,south_indian,11.1,62,345.0,8,false,humid,low,4.2,2850.0,3.6,24.6,false,residential,on_time
1673,18,saturday,cafe,italian,8.0,42,1066.0,2,true,heavy_rain,heavy,3.9,3212.0,4.1,31.5,true,college_area,on_time
1674,2,tuesday,cloud_kitchen,dessert,12.3,82,2841.0,11,true,heavy_rain,low,5.0,3367.0,3.6,21.7,false,market,late
1675,23,wednesday,cafe,south_indian,11.0,15,2433.0,13,true,clear,low,3.3,2912.0,3.4,14.4,false,college_area,on_time
1676,7,monday,cloud_kitchen,biryani,9.4,71,2742.0,14,false,light_rain,gridlock,3.2,4870.0,3.4,21.2,false,commercial,on_time
1677,1,sunday,cafe,chinese,2.7,75,1760.0,9,true,clear,low,3.7,2592.0,2.5,18.8,true,college_area,on_time
1678,7,saturday,casual_dining,pizza_burger,12.6,18,1493.0,3,false,hot,heavy,3.8,4284.0,4.2,8.4,false,college_area,on_time
1679,12,sunday,cloud_kitchen,biryani,14.1,76,408.0,10,true,clear,gridlock,3.9,2184.0,3.1,16.3,true,residential,late
1680,12,wednesday,fast_food,dessert,2.5,25,2534.0,5,true,heavy_rain,moderate,3.1,4262.0,4.8,8.1,false,commercial,late
1681,0,friday,cafe,dessert,7.6,64,2261.0,14,true,clear,moderate,5.0,3549.0,3.5,9.6,false,college_area,late
1682,5,saturday,cloud_kitchen,chinese,4.3,49,270.0,7,false,fog,moderate,3.6,245.0,4.5,10.6,false,commercial,on_time
1683,23,wednesday,casual_dining,pizza_burger,11.4,35,,4,true,light_rain,moderate,3.1,1180.0,2.6,31.5,true,commercial,on_time
1684,18,sunday,casual_dining,dessert,11.0,47,1716.0,7,false,light_rain,moderate,4.0,4926.0,4.1,36.9,false,highway,late
1685,15,sunday,casual_dining,italian,2.5,44,2084.0,8,false,humid,low,4.6,1779.0,4.3,6.6,false,highway,late
1686,7,sunday,cloud_kitchen,indian,13.2,77,498.0,15,false,hot,moderate,4.9,2536.0,4.5,37.8,false,commercial,on_time
1687,0,saturday,fine_dining,indian,3.1,68,809.0,13,true,clear,heavy,2.1,437.0,2.8,10.7,false,market,on_time
1688,15,wednesday,casual_dining,south_indian,12.1,23,659.0,10,false,heavy_rain,low,4.3,2271.0,3.3,29.5,false,residential,on_time
1689,8,wednesday,cafe,italian,7.1,56,737.0,14,false,light_rain,heavy,5.0,,4.0,24.6,false,commercial,late
1690,12,sunday,fine_dining,biryani,5.3,80,2770.0,10,true,hot,heavy,3.4,794.0,3.8,28.4,false,residential,on_time
1691,10,monday,fast_food,indian,2.8,81,2176.0,4,false,hot,low,,4269.0,3.9,10.3,false,residential,on_time
1692,12,saturday,fast_food,healthy,2.9,51,2237.0,15,false,clear,low,3.1,1281.0,3.5,5.0,false,market,on_time
1693,20,saturday,cloud_kitchen,chinese,10.1,60,2402.0,5,false,hot,moderate,3.4,1739.0,4.6,14.0,false,residential,on_time
1694,9,friday,cloud_kitchen,chinese,8.5,28,1133.0,11,true,clear,heavy,,450.0,5.0,26.3,true,residential,late
1695,3,sunday,cloud_kitchen,south_indian,2.3,75,2325.0,3,false,hot,moderate,4.5,1955.0,3.8,41.6,true,residential,on_time
1696,5,wednesday,casual_dining,south_indian,2.1,56,2937.0,5,false,clear,heavy,,615.0,4.0,11.7,false,highway,on_time
1697,6,wednesday,fast_food,chinese,1.5,74,,8,true,clear,heavy,1.7,4322.0,3.7,21.0,false,college_area,on_time
1698,4,monday,casual_dining,chinese,11.3,51,1308.0,3,false,humid,heavy,3.4,739.0,4.5,14.5,false,residential,on_time
1699,10,thursday,fast_food,indian,10.8,47,2177.0,15,false,light_rain,low,,1632.0,4.2,21.8,false,highway,late
1700,12,wednesday,fast_food,pizza_burger,1.3,22,2712.0,14,false,humid,heavy,4.4,4172.0,3.1,5.0,true,college_area,on_time
1701,18,wednesday,cloud_kitchen,dessert,8.6,53,473.0,13,false,clear,low,3.8,3666.0,3.3,,false,highway,on_time
1702,22,sunday,fast_food,south_indian,1.7,33,869.0,5,true,light_rain,low,3.7,69.0,3.1,22.2,false,highway,on_time
1703,9,sunday,cloud_kitchen,pizza_burger,13.6,39,2766.0,10,false,hot,moderate,4.3,1875.0,5.0,31.2,false,residential,on_time
1704,9,tuesday,casual_dining,pizza_burger,13.7,79,2844.0,1,false,clear,heavy,4.5,870.0,4.1,19.7,true,commercial,on_time
1705,10,thursday,cafe,indian,10.6,47,1503.0,2,true,clear,gridlock,4.0,1394.0,3.3,23.9,false,highway,late
1706,20,sunday,fast_food,other,13.9,32,1186.0,3,false,clear,moderate,3.3,3471.0,3.3,33.3,false,commercial,late
1707,6,monday,casual_dining,dessert,12.3,83,919.0,1,false,humid,moderate,2.7,3192.0,4.2,23.3,false,college_area,on_time
1708,17,monday,fast_food,chinese,12.5,66,1546.0,13,false,hot,moderate,4.8,3120.0,4.2,23.7,false,highway,late
1709,3,tuesday,fine_dining,indian,8.8,88,2810.0,11,false,light_rain,heavy,5.0,2116.0,4.2,14.1,false,college_area,on_time
1710,1,friday,cloud_kitchen,indian,,32,534.0,12,false,clear,moderate,3.9,3966.0,3.4,16.7,false,residential,on_time
1711,13,tuesday,casual_dining,indian,3.7,45,1317.0,11,false,clear,moderate,4.0,377.0,3.9,11.9,false,highway,late
1712,12,sunday,fast_food,pizza_burger,5.2,66,,9,false,heavy_rain,heavy,4.9,2324.0,3.8,14.6,false,residential,late
1713,11,thursday,fine_dining,south_indian,9.6,10,1112.0,9,true,humid,heavy,2.6,2816.0,3.1,34.5,false,market,late
1714,6,friday,casual_dining,dessert,3.0,81,2327.0,5,false,fog,low,4.5,1942.0,3.1,40.1,false,residential,late
1715,1,wednesday,fast_food,pizza_burger,4.3,12,1228.0,14,false,light_rain,heavy,4.1,205.0,3.9,9.5,true,market,on_time
1716,12,thursday,cafe,biryani,7.3,23,2434.0,4,false,heavy_rain,moderate,3.3,745.0,3.8,26.0,true,residential,on_time
1717,13,saturday,fine_dining,pizza_burger,3.9,90,2945.0,5,true,humid,low,3.4,3137.0,4.0,18.8,false,residential,on_time
1718,16,saturday,fast_food,indian,9.0,43,1224.0,4,false,heavy_rain,moderate,2.9,1550.0,4.2,36.0,false,residential,on_time
1719,8,saturday,fast_food,chinese,13.9,79,2551.0,12,true,humid,gridlock,4.6,4421.0,4.6,23.3,false,residential,late
1720,16,friday,fine_dining,pizza_burger,11.3,78,2966.0,5,true,clear,gridlock,3.1,2426.0,3.2,21.9,false,residential,late
1721,7,sunday,fast_food,indian,10.2,60,2953.0,7,false,hot,low,4.1,2865.0,,14.6,true,residential,late
1722,1,saturday,fast_food,indian,8.9,38,1357.0,11,false,fog,heavy,2.7,3974.0,4.1,6.7,true,highway,late
1723,23,saturday,cafe,healthy,7.6,57,1508.0,8,false,hot,heavy,4.8,4777.0,3.5,29.6,false,commercial,on_time
1724,12,monday,cloud_kitchen,pizza_burger,3.2,88,979.0,2,false,heavy_rain,gridlock,3.7,671.0,3.8,25.5,true,residential,on_time
1725,2,monday,casual_dining,chinese,13.5,88,1010.0,4,false,clear,gridlock,4.6,3418.0,3.5,25.8,false,commercial,late
1726,15,tuesday,fine_dining,pizza_burger,4.1,25,1528.0,8,false,clear,heavy,3.7,3066.0,5.0,16.0,false,highway,late
1727,5,saturday,cafe,dessert,1.8,66,681.0,7,false,humid,low,3.4,1728.0,3.8,20.5,false,commercial,on_time
1728,18,thursday,fast_food,chinese,11.4,19,2162.0,9,true,clear,moderate,2.9,4027.0,4.0,29.9,false,market,on_time
1729,6,thursday,fine_dining,indian,3.0,28,1655.0,5,true,humid,heavy,4.5,2933.0,3.5,31.8,true,residential,on_time
1730,9,sunday,casual_dining,other,5.9,76,2704.0,6,false,fog,gridlock,3.5,3815.0,3.4,10.2,false,residential,late
1731,8,sunday,fast_food,italian,0.9,45,2450.0,15,false,light_rain,moderate,4.0,1704.0,2.9,15.7,false,college_area,on_time
1732,1,sunday,cafe,indian,2.5,13,1034.0,11,false,humid,heavy,3.3,3087.0,4.4,8.1,false,commercial,on_time
1733,14,wednesday,casual_dining,south_indian,3.0,84,1566.0,8,false,hot,heavy,3.8,3265.0,4.2,24.0,true,residential,late
1734,4,saturday,fast_food,pizza_burger,1.3,42,2276.0,15,true,light_rain,low,3.9,4542.0,3.5,30.8,false,market,late
1735,21,wednesday,fast_food,chinese,10.0,37,659.0,12,false,clear,heavy,2.6,54.0,3.2,19.2,false,residential,late
1736,3,tuesday,casual_dining,chinese,12.6,89,191.0,14,true,humid,low,3.3,692.0,3.8,,false,residential,on_time
1737,19,tuesday,cloud_kitchen,chinese,5.9,18,2572.0,15,false,hot,heavy,4.9,4100.0,3.4,18.6,true,residential,on_time
1738,3,wednesday,cafe,other,13.2,84,498.0,11,true,hot,heavy,3.2,257.0,3.6,45.1,false,college_area,late
1739,17,thursday,fine_dining,indian,3.6,15,,15,false,hot,gridlock,4.4,3433.0,2.9,33.9,true,college_area,late
1740,3,sunday,fast_food,biryani,5.2,58,2749.0,5,true,clear,gridlock,4.0,834.0,3.8,29.3,false,residential,on_time
1741,16,monday,fast_food,other,2.7,85,1435.0,14,false,humid,low,4.2,2530.0,3.8,25.2,false,commercial,late
1742,11,saturday,fast_food,indian,9.5,31,2439.0,9,false,clear,low,4.2,2897.0,4.4,21.9,false,commercial,on_time
1743,21,friday,fast_food,other,6.6,57,1153.0,4,true,clear,heavy,3.8,1162.0,3.6,12.9,false,residential,on_time
1744,16,wednesday,fast_food,other,9.4,30,2589.0,8,true,clear,heavy,3.4,3523.0,3.5,11.4,false,commercial,late
1745,9,friday,cloud_kitchen,healthy,11.5,42,2491.0,12,true,clear,heavy,3.3,473.0,2.8,16.3,false,commercial,on_time
1746,21,wednesday,fine_dining,chinese,,90,327.0,14,false,heavy_rain,moderate,3.6,2027.0,4.4,12.5,false,commercial,on_time
1747,0,friday,fine_dining,pizza_burger,9.6,65,1789.0,3,true,clear,heavy,4.7,1638.0,4.2,15.9,false,college_area,late
1748,21,thursday,fast_food,pizza_burger,14.1,38,1956.0,5,false,clear,moderate,2.9,3549.0,3.7,21.0,false,residential,on_time
1749,23,tuesday,cloud_kitchen,other,4.8,62,101.0,15,true,clear,moderate,3.6,2241.0,2.9,21.7,true,residential,on_time
1750,17,monday,casual_dining,indian,5.7,49,2942.0,8,false,fog,low,2.7,2355.0,3.0,15.8,false,commercial,on_time
1751,17,friday,fast_food,pizza_burger,10.9,83,1278.0,15,false,light_rain,gridlock,3.4,4855.0,3.4,27.0,false,market,on_time
1752,13,sunday,cloud_kitchen,italian,9.4,27,,10,false,light_rain,moderate,3.7,906.0,4.3,20.1,false,commercial,late
1753,14,wednesday,cafe,indian,3.1,56,664.0,12,false,hot,gridlock,4.8,1184.0,3.9,24.1,false,residential,late
1754,11,saturday,fast_food,south_indian,6.0,22,1871.0,7,true,light_rain,heavy,4.9,2220.0,2.8,14.6,false,residential,late
1755,3,saturday,casual_dining,dessert,7.3,36,2451.0,1,false,clear,low,2.5,3645.0,3.9,28.9,false,college_area,late
1756,2,sunday,fast_food,south_indian,6.6,71,1799.0,12,false,humid,heavy,2.7,,3.2,16.7,false,residential,on_time
1757,19,sunday,cloud_kitchen,biryani,3.1,83,2385.0,4,false,clear,low,3.7,1193.0,3.4,38.1,false,residential,late
1758,11,friday,casual_dining,other,13.9,54,2220.0,2,true,clear,heavy,4.3,2129.0,4.3,19.8,false,residential,late
1759,6,saturday,fine_dining,italian,11.6,12,788.0,2,false,fog,moderate,2.7,3452.0,4.2,21.1,true,market,late
1760,10,sunday,fast_food,biryani,7.5,31,1363.0,13,false,hot,heavy,3.5,3842.0,4.4,27.9,true,residential,on_time
1761,0,thursday,casual_dining,italian,10.4,36,530.0,15,false,hot,moderate,4.5,332.0,3.7,30.1,true,commercial,late
1762,5,wednesday,casual_dining,italian,13.5,64,221.0,7,false,clear,moderate,4.6,1212.0,4.2,31.2,true,commercial,on_time
1763,14,monday,casual_dining,pizza_burger,2.5,76,282.0,12,false,hot,low,3.6,1049.0,3.3,39.8,false,commercial,on_time
1764,14,sunday,casual_dining,other,4.1,42,2833.0,12,true,hot,moderate,2.4,4089.0,3.5,28.6,false,highway,on_time
1765,18,saturday,cloud_kitchen,biryani,8.4,11,,3,true,clear,gridlock,4.5,2276.0,3.5,21.3,false,college_area,on_time
1766,10,monday,cloud_kitchen,pizza_burger,12.1,84,375.0,3,false,clear,moderate,3.2,1635.0,3.7,16.7,true,college_area,on_time
1767,22,friday,fine_dining,indian,1.0,55,1071.0,15,true,hot,heavy,4.2,3606.0,2.9,20.7,true,market,on_time
1768,1,thursday,cloud_kitchen,chinese,,83,,6,true,clear,low,3.2,503.0,3.6,36.8,false,residential,late
1769,13,monday,cloud_kitchen,south_indian,7.1,42,2519.0,6,false,clear,moderate,3.9,3570.0,4.6,8.1,false,highway,late
1770,1,sunday,cafe,indian,,67,1539.0,1,false,clear,heavy,4.0,1080.0,3.0,13.8,false,residential,on_time
1771,3,tuesday,cloud_kitchen,chinese,4.7,16,1901.0,15,false,clear,heavy,4.7,1335.0,2.9,19.8,true,college_area,on_time
1772,16,monday,casual_dining,south_indian,3.0,24,1665.0,15,true,clear,moderate,2.8,4648.0,3.0,13.7,true,commercial,on_time
1773,2,friday,casual_dining,indian,12.0,35,2159.0,15,false,clear,moderate,3.2,4019.0,5.0,,true,residential,on_time
1774,12,saturday,casual_dining,chinese,14.4,20,1025.0,1,true,clear,heavy,4.9,,4.0,40.1,true,residential,late
1775,8,monday,casual_dining,south_indian,6.5,47,,11,false,humid,moderate,4.0,2074.0,3.5,19.0,false,highway,on_time
1776,6,saturday,fast_food,biryani,14.3,36,150.0,6,false,clear,low,3.2,4055.0,3.7,26.1,false,college_area,late
1777,14,friday,fine_dining,other,12.4,16,1392.0,7,false,light_rain,moderate,4.3,23.0,3.8,5.4,true,commercial,on_time
1778,22,monday,casual_dining,pizza_burger,7.5,10,2733.0,9,false,humid,low,3.1,1850.0,3.3,11.0,false,residential,on_time
1779,10,tuesday,fast_food,south_indian,10.3,83,985.0,4,true,humid,gridlock,3.9,2164.0,3.4,31.3,false,residential,on_time
1780,19,friday,casual_dining,other,6.8,30,667.0,14,false,clear,heavy,3.3,480.0,3.6,38.7,false,residential,on_time
1781,1,wednesday,fast_food,dessert,,88,2785.0,10,true,clear,moderate,4.7,2355.0,3.3,24.2,true,college_area,on_time
1782,14,sunday,fast_food,chinese,1.3,39,,6,false,heavy_rain,gridlock,3.2,2749.0,3.5,18.9,false,college_area,late
1783,13,saturday,fast_food,indian,10.6,17,249.0,12,false,humid,gridlock,1.9,2540.0,3.9,27.0,false,highway,late
1784,19,sunday,casual_dining,pizza_burger,1.3,12,2650.0,3,false,clear,moderate,3.5,4865.0,3.1,5.0,false,commercial,on_time
1785,21,wednesday,casual_dining,biryani,12.3,64,2132.0,13,false,light_rain,gridlock,3.3,1144.0,,24.3,false,market,late
1786,10,sunday,cloud_kitchen,dessert,12.5,24,1323.0,13,false,hot,low,3.6,2334.0,4.2,11.5,true,college_area,on_time
1787,2,thursday,cloud_kitchen,pizza_burger,3.9,45,2282.0,11,false,light_rain,gridlock,4.2,,2.9,29.9,false,college_area,late
1788,16,wednesday,casual_dining,pizza_burger,5.2,15,2250.0,4,true,hot,moderate,3.0,839.0,2.2,5.0,false,commercial,on_time
1789,11,monday,casual_dining,other,7.5,51,215.0,9,false,hot,heavy,3.3,1850.0,3.3,15.7,true,market,late
1790,23,monday,casual_dining,biryani,9.2,59,,14,false,clear,moderate,3.8,3387.0,4.1,21.6,false,residential,on_time
1791,20,saturday,cloud_kitchen,indian,4.7,27,1958.0,14,false,light_rain,gridlock,3.3,2853.0,4.0,14.4,false,residential,late
1792,14,thursday,fast_food,dessert,9.1,59,2895.0,1,true,heavy_rain,low,3.8,2210.0,3.6,18.2,false,residential,late
1793,15,tuesday,fast_food,chinese,4.8,39,2903.0,5,true,hot,moderate,4.2,1393.0,3.3,31.0,false,college_area,on_time
1794,4,friday,cloud_kitchen,dessert,1.3,86,1195.0,15,false,hot,heavy,3.8,3257.0,3.2,21.8,false,market,late
1795,19,wednesday,casual_dining,other,0.5,48,1810.0,15,false,hot,heavy,4.6,1960.0,3.5,12.7,true,residential,on_time
1796,5,friday,fast_food,pizza_burger,2.0,21,509.0,11,true,clear,heavy,3.1,276.0,3.1,31.4,false,residential,late
1797,18,wednesday,fast_food,biryani,12.0,68,292.0,7,false,fog,heavy,3.4,4625.0,,24.5,false,commercial,on_time
1798,4,sunday,fine_dining,south_indian,14.4,85,1354.0,3,false,light_rain,heavy,4.8,1460.0,4.5,24.9,false,college_area,on_time
1799,2,sunday,cloud_kitchen,italian,6.7,53,2100.0,15,false,heavy_rain,moderate,3.3,3332.0,3.2,13.1,false,market,on_time
1800,0,thursday,cloud_kitchen,italian,7.9,13,1746.0,2,true,light_rain,moderate,5.0,959.0,4.1,5.0,false,highway,late
1801,5,wednesday,casual_dining,pizza_burger,2.6,45,1345.0,13,false,hot,moderate,4.5,1842.0,4.2,,false,college_area,on_time
1802,14,thursday,casual_dining,pizza_burger,8.5,57,2472.0,11,false,fog,gridlock,3.2,4060.0,3.1,11.9,false,commercial,on_time
1803,1,saturday,fine_dining,pizza_burger,2.6,23,2404.0,2,false,heavy_rain,moderate,4.2,4146.0,3.2,15.9,false,residential,on_time
1804,2,wednesday,fine_dining,indian,9.4,90,2222.0,1,false,humid,moderate,4.0,3378.0,4.3,13.6,true,college_area,on_time
1805,16,tuesday,fast_food,south_indian,,58,,5,false,clear,heavy,2.8,2525.0,3.1,23.1,false,commercial,on_time
1806,23,monday,cloud_kitchen,dessert,3.3,76,2410.0,13,false,clear,moderate,4.9,488.0,3.7,30.8,true,commercial,late
1807,11,thursday,fast_food,south_indian,11.6,86,2766.0,3,false,light_rain,moderate,4.4,2128.0,4.9,32.8,true,commercial,late
1808,17,friday,fast_food,biryani,0.8,18,271.0,11,true,humid,heavy,4.8,,4.3,,false,market,late
1809,14,sunday,cafe,dessert,5.9,30,1264.0,12,false,clear,low,4.5,2454.0,3.8,13.0,false,residential,on_time
1810,11,tuesday,casual_dining,pizza_burger,2.1,81,2966.0,7,true,clear,heavy,4.0,4015.0,4.2,22.6,false,commercial,on_time
1811,15,thursday,fine_dining,south_indian,5.6,90,1837.0,1,true,humid,moderate,4.6,3798.0,3.7,37.7,false,market,late
1812,7,saturday,fast_food,healthy,3.0,25,1589.0,9,false,humid,moderate,2.9,4351.0,,6.2,true,college_area,on_time
1813,13,sunday,casual_dining,indian,5.9,25,614.0,14,false,humid,gridlock,,960.0,2.5,35.5,false,highway,on_time
1814,16,thursday,fine_dining,other,6.6,37,1739.0,2,true,clear,moderate,4.3,2564.0,3.6,12.0,false,residential,on_time
1815,20,thursday,fine_dining,indian,4.9,60,1373.0,8,true,hot,moderate,2.4,464.0,,24.9,false,market,on_time
1816,7,wednesday,fast_food,indian,10.0,65,469.0,10,false,heavy_rain,gridlock,2.8,1937.0,3.8,26.1,false,market,late
1817,14,sunday,casual_dining,healthy,13.8,89,1446.0,4,false,fog,low,4.0,4132.0,3.6,23.9,true,commercial,on_time
1818,13,monday,cafe,chinese,6.3,66,576.0,6,false,clear,low,3.2,16.0,4.5,44.3,false,college_area,on_time
1819,17,sunday,fast_food,pizza_burger,3.3,61,2219.0,9,true,hot,moderate,4.2,4071.0,,19.0,true,residential,on_time
1820,19,saturday,fine_dining,dessert,4.4,55,2924.0,7,true,clear,heavy,3.1,919.0,3.4,5.6,true,residential,late
1821,6,friday,fine_dining,healthy,12.9,87,1461.0,15,false,clear,moderate,2.9,1614.0,3.5,25.6,false,commercial,late
1822,2,monday,fast_food,other,8.8,47,1934.0,8,false,fog,heavy,3.4,823.0,3.9,20.3,false,residential,late
1823,11,thursday,fast_food,chinese,7.1,57,1349.0,15,false,clear,low,5.0,2121.0,3.4,,false,commercial,late
1824,20,thursday,fast_food,pizza_burger,2.7,50,501.0,7,false,clear,moderate,3.0,3392.0,3.7,30.8,false,residential,late
1825,23,tuesday,fine_dining,indian,7.0,68,2915.0,2,false,light_rain,heavy,4.7,1967.0,4.5,21.7,false,college_area,on_time
1826,2,saturday,fast_food,south_indian,4.5,76,475.0,9,false,hot,moderate,3.3,1882.0,3.2,26.4,true,residential,on_time
1827,19,sunday,casual_dining,dessert,14.2,83,423.0,15,true,clear,moderate,3.7,740.0,3.4,23.4,false,commercial,late
1828,13,friday,casual_dining,italian,13.3,75,1431.0,1,false,hot,heavy,3.9,4854.0,,39.9,true,market,late
1829,14,saturday,cafe,biryani,1.7,36,2010.0,14,true,hot,gridlock,3.8,3067.0,5.0,18.3,false,college_area,on_time
1830,13,monday,fast_food,south_indian,8.0,41,1129.0,2,false,fog,low,3.8,3844.0,4.1,15.1,false,residential,on_time
1831,6,thursday,fast_food,pizza_burger,3.8,65,657.0,3,true,light_rain,moderate,4.0,798.0,4.4,30.8,false,highway,late
1832,16,monday,fine_dining,other,6.5,19,2475.0,3,true,hot,moderate,2.8,3211.0,4.2,12.7,true,residential,on_time
1833,11,friday,fine_dining,indian,13.2,49,1152.0,14,false,clear,heavy,3.7,1587.0,4.2,25.9,true,market,on_time
1834,19,sunday,cloud_kitchen,biryani,8.1,26,663.0,10,false,clear,gridlock,,3731.0,4.0,20.3,false,commercial,on_time
1835,3,saturday,fast_food,healthy,5.3,67,1158.0,4,false,fog,gridlock,,1778.0,3.9,21.0,false,college_area,late
1836,8,monday,casual_dining,south_indian,3.5,15,721.0,5,false,humid,moderate,3.6,2532.0,2.8,46.4,true,commercial,late
1837,5,wednesday,cafe,indian,12.1,48,1606.0,6,false,clear,moderate,4.2,2435.0,3.9,34.3,false,highway,on_time
1838,15,friday,fast_food,biryani,9.6,27,2038.0,1,true,heavy_rain,moderate,3.3,3918.0,3.6,32.2,false,highway,late
1839,21,thursday,fine_dining,italian,7.3,82,2419.0,14,false,humid,moderate,3.4,4554.0,4.0,27.3,true,commercial,on_time
1840,21,sunday,cafe,indian,3.7,81,759.0,13,false,humid,heavy,4.0,2470.0,3.7,,true,commercial,late
1841,20,saturday,fast_food,dessert,5.3,51,583.0,8,true,clear,moderate,3.1,2280.0,4.2,24.6,false,residential,late
1842,20,friday,fine_dining,biryani,14.4,13,156.0,6,false,heavy_rain,heavy,3.4,1368.0,4.3,27.8,false,residential,late
1843,1,thursday,fine_dining,other,8.0,29,,10,true,clear,gridlock,3.5,2768.0,2.0,24.0,false,residential,late
1844,23,wednesday,fast_food,dessert,6.3,37,168.0,9,false,hot,moderate,3.5,1398.0,3.4,22.9,true,highway,late
1845,7,monday,casual_dining,pizza_burger,8.1,49,1101.0,5,false,clear,heavy,3.8,155.0,2.6,18.0,false,residential,on_time
1846,10,wednesday,casual_dining,indian,11.8,74,522.0,7,false,hot,low,3.2,3187.0,3.8,24.7,true,residential,on_time
1847,12,thursday,casual_dining,south_indian,5.4,53,1781.0,11,true,humid,low,4.2,1116.0,3.5,16.7,true,residential,on_time
1848,16,saturday,fast_food,indian,3.1,32,1212.0,4,false,humid,low,3.6,,4.5,29.0,true,residential,on_time
1849,7,saturday,cafe,healthy,9.0,66,370.0,6,false,humid,low,4.1,3597.0,,5.0,false,college_area,on_time
1850,20,monday,fine_dining,indian,10.1,56,,6,true,clear,moderate,2.9,1115.0,3.4,35.6,false,residential,late
1851,17,thursday,casual_dining,chinese,10.8,22,706.0,13,false,clear,heavy,1.8,700.0,4.3,8.9,true,residential,on_time
1852,17,tuesday,fast_food,south_indian,13.3,25,2072.0,4,true,fog,heavy,4.5,4201.0,3.5,11.3,false,market,late
1853,13,tuesday,cafe,chinese,5.9,64,1156.0,6,true,heavy_rain,low,3.9,596.0,3.4,26.1,false,commercial,on_time
1854,14,sunday,casual_dining,chinese,1.6,74,526.0,8,true,clear,gridlock,4.2,1014.0,3.9,27.4,false,residential,on_time
1855,5,monday,cloud_kitchen,biryani,14.4,90,1113.0,11,false,light_rain,heavy,4.7,540.0,4.7,42.8,false,commercial,on_time
1856,10,thursday,casual_dining,indian,6.8,25,,5,true,humid,heavy,3.1,12.0,4.2,25.0,false,commercial,on_time
1857,12,tuesday,fast_food,indian,9.5,46,2408.0,2,false,humid,moderate,2.5,1944.0,4.0,21.6,false,residential,late
1858,0,sunday,fast_food,italian,10.2,61,2952.0,9,true,clear,low,4.5,4460.0,5.0,23.9,false,college_area,on_time
1859,5,friday,cloud_kitchen,pizza_burger,8.4,19,173.0,11,true,light_rain,heavy,4.3,662.0,3.3,37.9,false,market,late
1860,8,tuesday,fast_food,biryani,3.5,47,2101.0,4,true,heavy_rain,gridlock,4.6,4634.0,3.2,,false,commercial,late
