id,user_age_group,gender,subscription_plan,monthly_price_inr,subscription_duration_days,payment_method,num_payment_failures_90d,days_since_last_login,avg_session_duration_min,sessions_per_week,session_trend_30d,features_used_pct,num_support_tickets_90d,avg_ticket_resolution_hrs,unresolved_tickets,app_crash_count_30d,rating_given,num_referrals_made,competitor_app_installed,price_increase_experienced,used_discount_code,device_type,os_version_age_months,internet_speed_category,onboarding_completed,content_category_preference,days_since_last_feature_use,notification_opt_in,churn_reason
1361,senior,male,standard,478.0,542,upi,0,164,51.3,12.0,stable,50.8,13,51.5,0,20,3.7,3,true,false,true,ipad,5.0,slow_2g,true,mixed,,true,bad_experience
1362,middle_aged,male,student,57.0,661,upi,0,251,8.0,0.0,declining,42.2,0,0.0,0,0,3.3,3,true,false,false,mid_android,57.0,fast_4g,true,mixed,135.0,false,found_alternative
1363,young_adult,male,basic,111.0,646,upi,6,185,3.9,3.8,inactive,23.4,1,14.0,3,17,0.0,0,false,false,false,iphone,,fast_4g,true,entertainment,195.0,true,bad_experience
1364,middle_aged,male,free_trial,0.0,14,net_banking,1,249,20.3,0.3,declining,,0,0.0,0,49,,4,false,false,true,iphone,46.0,fast_4g,true,mixed,295.0,false,found_alternative
1365,teen,female,student,52.0,295,upi,0,183,12.6,3.9,declining,17.0,4,26.7,0,9,4.1,11,false,false,false,iphone,49.0,ultra_5g,true,entertainment,151.0,true,found_alternative
1366,adult,male,standard,301.0,381,upi,1,177,3.4,3.2,inactive,27.3,4,58.8,2,28,4.6,3,false,false,true,budget_android,60.0,fast_4g,true,social,229.0,true,price_sensitive
1367,young_adult,male,premium,774.0,1779,debit_card,1,113,5.0,1.4,stable,30.4,6,16.7,0,39,0.0,2,false,false,false,desktop,43.0,broadband,true,fitness,189.0,false,lost_interest
1368,middle_aged,female,student,108.0,642,debit_card,0,133,17.5,1.9,declining,31.7,5,48.4,0,0,4.1,0,false,true,false,mid_android,45.0,fast_4g,true,entertainment,,true,price_sensitive
1369,adult,female,basic,156.0,1727,credit_card,0,142,7.1,0.7,increasing,25.6,20,,1,0,0.0,7,false,true,true,mid_android,18.0,fast_4g,false,education,226.0,true,price_sensitive
1370,adult,male,standard,453.0,985,upi,6,37,106.3,2.9,inactive,0.0,4,15.1,0,40,1.3,5,true,true,true,flagship_android,44.0,ultra_5g,true,fitness,138.0,true,price_sensitive
1371,adult,male,student,58.0,50,wallet,6,35,20.8,,inactive,50.7,1,55.7,2,24,2.5,0,false,true,false,mid_android,8.0,fast_4g,true,entertainment,236.0,true,price_sensitive
1372,young_adult,non_binary,standard,431.0,94,credit_card,15,114,25.1,0.8,inactive,19.8,7,2.4,1,20,3.0,0,false,false,false,budget_android,11.0,fast_4g,true,education,97.0,true,price_sensitive
1373,senior,male,student,93.0,893,wallet,0,22,4.3,2.8,inactive,48.2,0,0.0,0,46,1.1,0,false,false,true,mid_android,22.0,broadband,true,mixed,360.0,false,price_sensitive
1374,adult,female,basic,169.0,248,upi,5,229,2.8,12.8,declining,59.5,6,48.9,0,23,0.0,0,true,false,false,mid_android,4.0,slow_2g,true,productivity,10.0,false,found_alternative
1375,middle_aged,male,standard,316.0,90,upi,0,289,6.3,0.9,declining,78.2,1,24.9,4,0,0.0,14,false,true,false,desktop,51.0,ultra_5g,true,entertainment,215.0,false,found_alternative
1376,senior,female,free_trial,0.0,1099,upi,0,141,10.6,,declining,81.0,6,21.1,1,36,0.0,4,false,false,false,budget_android,,fast_4g,true,news,4.0,true,price_sensitive
1377,adult,female,student,68.0,836,upi,10,259,4.7,3.8,declining,39.2,11,17.0,0,29,3.5,19,false,true,true,mid_android,13.0,moderate_3g,true,education,237.0,false,found_alternative
1378,adult,male,basic,188.0,991,debit_card,1,63,3.8,3.4,inactive,0.0,7,,1,30,2.9,1,false,false,false,budget_android,35.0,moderate_3g,true,fitness,255.0,true,bad_experience
1379,middle_aged,male,standard,419.0,1488,upi,6,1,43.3,1.8,stable,69.4,1,251.0,6,17,2.1,1,false,true,false,desktop,11.0,fast_4g,true,entertainment,351.0,true,found_alternative
1380,middle_aged,male,free_trial,0.0,474,upi,15,11,6.5,1.9,inactive,77.1,15,26.0,2,39,4.6,0,true,false,true,desktop,9.0,broadband,true,productivity,92.0,false,bad_experience
1381,middle_aged,male,standard,281.0,1707,upi,1,198,0.8,3.6,declining,16.6,0,0.0,0,0,1.1,0,false,true,false,flagship_android,36.0,fast_4g,false,entertainment,14.0,false,found_alternative
1382,adult,male,free_trial,0.0,961,credit_card,0,256,14.3,2.3,inactive,54.9,5,13.2,5,1,2.4,2,true,true,false,multi_device,10.0,ultra_5g,true,mixed,102.0,true,lost_interest
1383,young_adult,undisclosed,premium,966.0,695,upi,5,144,,1.8,declining,67.2,0,0.0,0,45,0.0,2,false,true,true,multi_device,35.0,broadband,true,entertainment,297.0,false,price_sensitive
1384,young_adult,male,basic,165.0,1455,wallet,1,76,10.7,7.5,declining,38.4,2,19.4,0,34,1.6,7,false,true,false,budget_android,14.0,fast_4g,true,entertainment,61.0,false,lost_interest
1385,teen,male,premium,786.0,85,debit_card,0,327,6.3,1.0,increasing,28.1,5,10.4,0,0,4.7,0,false,false,true,iphone,46.0,broadband,true,entertainment,203.0,true,price_sensitive
1386,young_adult,female,basic,126.0,1348,upi,0,227,5.5,1.2,inactive,48.4,1,144.6,3,35,2.2,8,true,false,true,iphone,21.0,slow_2g,true,mixed,149.0,true,bad_experience
1387,teen,male,free_trial,0.0,1710,credit_card,1,5,25.9,1.8,inactive,88.4,5,3.3,0,38,0.0,0,true,false,true,budget_android,55.0,fast_4g,true,productivity,157.0,false,lost_interest
1388,middle_aged,female,basic,110.0,69,credit_card,1,333,1.3,2.9,stable,26.2,5,82.0,5,5,2.7,0,false,false,false,multi_device,6.0,broadband,false,fitness,94.0,false,lost_interest
1389,adult,male,premium,866.0,223,upi,0,333,,2.0,declining,50.9,4,53.6,8,0,4.6,2,false,false,false,iphone,42.0,ultra_5g,false,social,26.0,true,found_alternative
1390,young_adult,female,free_trial,0.0,107,net_banking,6,328,12.3,10.9,inactive,55.5,5,120.7,2,0,1.1,3,true,false,true,iphone,33.0,ultra_5g,true,productivity,102.0,true,lost_interest
1391,young_adult,undisclosed,basic,191.0,213,wallet,1,153,20.7,2.3,inactive,42.0,4,39.6,4,43,2.9,3,false,false,true,desktop,5.0,broadband,true,productivity,327.0,true,lost_interest
1392,teen,female,free_trial,0.0,173,debit_card,0,347,34.7,0.1,declining,14.8,0,0.0,0,0,0.0,0,false,true,false,desktop,42.0,fast_4g,true,social,,true,lost_interest
1393,young_adult,male,student,134.0,818,wallet,5,219,26.1,7.4,declining,23.4,3,69.8,1,0,,6,true,false,false,budget_android,19.0,fast_4g,false,education,351.0,false,price_sensitive
1394,senior,male,student,74.0,1245,net_banking,0,257,2.7,6.1,declining,48.9,11,54.8,0,16,4.8,0,true,false,true,budget_android,24.0,moderate_3g,false,education,279.0,true,bad_experience
1395,senior,male,basic,104.0,1510,debit_card,0,105,0.8,1.6,inactive,,13,63.9,0,0,4.5,2,false,false,true,budget_android,54.0,fast_4g,true,social,79.0,true,found_alternative
1396,adult,undisclosed,basic,198.0,1336,debit_card,0,10,9.7,0.3,declining,41.9,0,,0,11,4.3,2,false,false,true,desktop,24.0,fast_4g,true,entertainment,15.0,true,found_alternative
1397,young_adult,female,student,79.0,1026,upi,15,8,16.9,4.2,inactive,71.3,9,45.8,8,39,0.0,7,true,false,false,mid_android,19.0,broadband,false,productivity,342.0,false,bad_experience
1398,young_adult,male,basic,180.0,811,wallet,6,119,4.3,6.7,inactive,40.8,7,3.0,0,28,4.9,0,true,true,false,iphone,5.0,moderate_3g,false,mixed,219.0,false,lost_interest
1399,senior,male,free_trial,0.0,863,credit_card,1,91,1.1,6.0,declining,0.0,0,0.0,0,37,3.5,12,false,false,false,budget_android,1.0,moderate_3g,true,productivity,230.0,false,bad_experience
1400,middle_aged,female,student,97.0,1720,wallet,0,275,28.8,6.4,declining,30.2,0,0.0,0,44,0.0,0,false,false,true,mid_android,30.0,broadband,false,entertainment,227.0,true,lost_interest
1401,senior,female,standard,203.0,1045,upi,2,211,6.5,0.6,inactive,63.4,1,11.0,0,29,,1,true,true,false,multi_device,33.0,broadband,true,news,243.0,true,found_alternative
1402,teen,male,standard,475.0,1317,upi,0,149,64.3,2.7,inactive,25.7,1,12.7,4,40,4.6,3,false,false,false,mid_android,30.0,fast_4g,true,social,125.0,false,lost_interest
1403,young_adult,male,free_trial,0.0,1785,wallet,7,121,34.9,3.8,inactive,30.8,0,0.0,0,0,0.0,0,false,false,false,desktop,40.0,moderate_3g,true,entertainment,274.0,true,lost_interest
1404,young_adult,female,student,55.0,930,wallet,1,354,13.3,2.1,stable,36.0,9,62.8,0,47,4.9,2,true,false,false,budget_android,9.0,fast_4g,true,news,362.0,true,found_alternative
1405,adult,female,student,52.0,663,credit_card,12,221,,0.7,inactive,55.3,2,9.9,3,35,2.0,0,false,true,true,mid_android,40.0,moderate_3g,false,news,36.0,false,price_sensitive
1406,adult,male,student,56.0,520,wallet,0,295,24.3,4.5,stable,16.7,0,0.0,0,1,4.3,0,true,false,false,budget_android,4.0,fast_4g,false,entertainment,317.0,true,found_alternative
1407,young_adult,male,standard,405.0,868,upi,2,190,,8.0,declining,69.0,2,35.4,0,27,3.4,8,false,true,false,desktop,44.0,ultra_5g,true,productivity,307.0,true,found_alternative
1408,senior,female,basic,187.0,1732,wallet,1,234,8.5,,increasing,93.7,2,17.5,0,21,2.9,0,true,false,false,mid_android,58.0,fast_4g,false,news,167.0,true,found_alternative
1409,young_adult,female,premium,530.0,316,wallet,1,89,19.2,1.8,stable,10.1,9,150.8,9,47,4.6,0,true,false,false,iphone,4.0,fast_4g,false,mixed,255.0,false,lost_interest
1410,adult,undisclosed,standard,338.0,1815,credit_card,0,236,19.1,7.9,increasing,36.5,0,0.0,0,19,2.6,7,true,false,false,budget_android,14.0,fast_4g,true,productivity,21.0,true,found_alternative
1411,young_adult,female,student,127.0,1078,upi,1,286,59.8,4.7,stable,15.7,4,19.5,0,49,0.0,2,false,false,true,flagship_android,34.0,fast_4g,false,entertainment,236.0,false,lost_interest
1412,adult,male,student,92.0,470,debit_card,1,348,25.7,3.4,stable,27.8,0,0.0,0,25,0.0,0,true,false,false,budget_android,49.0,fast_4g,true,mixed,17.0,false,found_alternative
1413,adult,female,free_trial,0.0,1356,wallet,0,78,9.9,23.7,inactive,13.5,2,11.3,3,0,0.0,3,true,false,false,iphone,6.0,ultra_5g,false,fitness,26.0,false,lost_interest
1414,young_adult,male,standard,228.0,371,credit_card,0,191,7.5,10.2,declining,93.5,13,31.8,3,7,1.5,0,false,false,true,budget_android,60.0,fast_4g,true,fitness,11.0,true,found_alternative
1415,adult,non_binary,standard,337.0,289,debit_card,1,170,27.9,8.6,inactive,53.5,7,7.5,0,14,3.9,0,false,false,false,desktop,37.0,broadband,true,entertainment,334.0,false,lost_interest
1416,adult,male,free_trial,0.0,209,wallet,6,205,10.1,4.3,declining,16.7,3,,5,16,0.0,0,false,false,false,mid_android,39.0,fast_4g,true,education,287.0,false,lost_interest
1417,adult,male,student,118.0,128,credit_card,0,344,1.7,8.2,inactive,25.5,0,0.0,0,38,3.6,2,true,false,false,desktop,0.0,slow_2g,true,productivity,342.0,true,bad_experience
1418,young_adult,female,premium,803.0,1581,debit_card,1,212,4.1,3.5,declining,51.5,4,10.6,5,11,0.0,1,true,false,true,iphone,,slow_2g,true,news,330.0,false,bad_experience
1419,young_adult,female,standard,207.0,367,net_banking,0,66,40.4,0.6,stable,80.7,1,15.2,1,22,3.3,4,false,true,true,desktop,59.0,moderate_3g,false,productivity,122.0,false,price_sensitive
1420,adult,non_binary,premium,821.0,66,credit_card,9,84,26.9,,stable,,12,5.3,0,3,1.2,3,false,true,false,budget_android,44.0,ultra_5g,false,productivity,269.0,true,price_sensitive
1421,middle_aged,male,basic,133.0,1077,upi,0,189,3.2,1.0,declining,52.1,9,82.6,3,9,0.0,1,false,false,true,mid_android,,broadband,true,mixed,174.0,true,bad_experience
1422,adult,male,basic,142.0,410,upi,4,363,11.6,4.8,declining,55.8,11,,2,45,5.0,1,true,false,true,mid_android,21.0,fast_4g,true,mixed,223.0,true,price_sensitive
1423,young_adult,female,student,89.0,1478,upi,0,219,6.5,1.7,declining,35.5,8,95.9,1,0,0.0,0,false,true,false,iphone,41.0,broadband,true,education,357.0,false,found_alternative
1424,middle_aged,female,standard,493.0,1656,upi,2,344,17.6,6.9,inactive,27.0,3,26.3,0,0,0.0,0,false,true,false,flagship_android,44.0,broadband,true,fitness,67.0,true,price_sensitive
1425,middle_aged,non_binary,premium,529.0,1155,credit_card,9,206,28.6,2.7,declining,13.8,0,0.0,0,7,0.0,0,false,false,true,budget_android,31.0,moderate_3g,true,fitness,177.0,false,price_sensitive
1426,young_adult,female,premium,827.0,972,wallet,1,139,3.0,0.4,increasing,55.7,1,72.5,9,2,0.0,0,true,false,true,budget_android,1.0,fast_4g,false,social,286.0,false,found_alternative
1427,adult,male,free_trial,0.0,671,wallet,0,85,2.3,12.4,stable,72.7,9,10.8,2,0,3.2,2,false,true,false,flagship_android,31.0,ultra_5g,true,social,363.0,false,found_alternative
1428,young_adult,female,student,92.0,1608,upi,0,310,2.0,4.1,inactive,,0,0.0,0,3,2.3,0,false,false,false,mid_android,34.0,ultra_5g,true,entertainment,162.0,true,lost_interest
1429,teen,female,student,113.0,1655,debit_card,3,190,39.0,0.4,declining,45.3,2,96.0,5,1,3.6,9,true,false,false,mid_android,32.0,ultra_5g,false,entertainment,25.0,true,found_alternative
1430,middle_aged,female,premium,882.0,313,wallet,2,14,44.4,4.9,declining,20.5,2,67.3,0,7,3.3,4,false,true,false,iphone,52.0,broadband,false,productivity,361.0,true,price_sensitive
1431,young_adult,female,free_trial,0.0,128,upi,5,46,37.0,0.4,stable,25.7,7,35.8,1,14,3.6,0,true,true,true,iphone,32.0,fast_4g,true,productivity,336.0,false,price_sensitive
1432,teen,male,basic,136.0,1493,wallet,3,186,5.8,3.3,declining,57.3,3,2.2,3,28,4.6,1,false,false,false,desktop,39.0,slow_2g,true,education,301.0,true,bad_experience
1433,middle_aged,male,student,147.0,1470,net_banking,2,190,34.9,9.5,declining,13.8,1,66.2,7,23,1.1,0,false,false,true,budget_android,12.0,ultra_5g,true,mixed,35.0,true,bad_experience
1434,young_adult,female,basic,122.0,1095,upi,12,85,0.2,,inactive,69.2,4,19.0,3,22,4.7,4,false,false,false,budget_android,60.0,fast_4g,true,fitness,5.0,false,bad_experience
1435,young_adult,male,premium,689.0,539,upi,1,298,6.1,6.8,stable,23.3,1,22.5,4,8,4.0,0,false,false,false,iphone,55.0,broadband,true,fitness,318.0,false,lost_interest
1436,adult,female,student,87.0,1676,upi,3,61,19.5,0.3,inactive,39.5,0,0.0,0,0,0.0,1,false,true,true,mid_android,34.0,ultra_5g,false,education,64.0,true,price_sensitive
1437,adult,male,premium,859.0,1353,wallet,1,323,11.0,2.6,inactive,,5,46.2,0,0,0.0,0,false,false,true,multi_device,36.0,fast_4g,true,social,90.0,false,price_sensitive
1438,young_adult,female,free_trial,0.0,1758,credit_card,0,241,11.8,11.8,increasing,51.1,2,124.8,0,11,0.0,2,false,false,false,multi_device,57.0,broadband,true,entertainment,182.0,true,lost_interest
1439,middle_aged,undisclosed,premium,900.0,1693,upi,1,214,3.3,1.0,increasing,80.6,11,18.6,0,42,4.6,1,false,false,true,multi_device,55.0,fast_4g,false,news,314.0,true,price_sensitive
1440,adult,male,free_trial,0.0,855,credit_card,0,328,8.5,,declining,9.0,9,21.2,0,4,0.0,0,true,true,true,mid_android,38.0,slow_2g,true,social,352.0,true,found_alternative
1441,young_adult,female,premium,561.0,1023,debit_card,2,221,8.8,4.4,inactive,,0,0.0,0,3,4.6,3,false,false,false,flagship_android,43.0,fast_4g,true,entertainment,349.0,true,price_sensitive
1442,teen,male,student,69.0,923,debit_card,0,295,18.2,3.6,inactive,52.3,0,,0,37,0.0,0,false,false,false,mid_android,38.0,broadband,true,fitness,37.0,true,found_alternative
1443,senior,female,standard,346.0,885,upi,3,144,20.2,5.8,inactive,23.0,1,19.4,3,0,4.2,1,false,false,false,iphone,31.0,moderate_3g,true,social,81.0,true,price_sensitive
1444,young_adult,female,basic,124.0,1201,wallet,5,198,3.4,1.0,declining,6.3,5,0.4,2,0,0.0,6,false,false,false,desktop,40.0,slow_2g,true,productivity,331.0,true,lost_interest
1445,adult,female,premium,820.0,1149,debit_card,0,257,6.7,5.6,declining,54.7,4,113.7,7,16,0.0,5,false,true,true,mid_android,39.0,moderate_3g,true,news,1.0,false,price_sensitive
1446,young_adult,undisclosed,standard,473.0,1248,debit_card,5,120,12.9,10.3,declining,29.8,2,16.2,0,13,3.5,2,true,true,false,mid_android,8.0,ultra_5g,true,fitness,165.0,true,found_alternative
1447,young_adult,male,basic,159.0,352,debit_card,2,167,46.4,5.8,stable,,5,7.7,0,33,4.1,0,false,false,true,multi_device,50.0,ultra_5g,false,productivity,285.0,false,found_alternative
1448,young_adult,female,basic,100.0,390,debit_card,0,161,32.7,8.3,stable,38.4,0,0.0,0,0,0.0,0,false,false,false,multi_device,55.0,broadband,false,fitness,335.0,true,lost_interest
1449,senior,male,student,55.0,1353,wallet,4,221,15.9,1.3,inactive,41.4,3,50.8,9,40,4.8,2,true,false,true,flagship_android,31.0,ultra_5g,false,productivity,165.0,true,lost_interest
1450,young_adult,non_binary,standard,478.0,735,upi,1,348,21.1,10.2,declining,53.8,0,0.0,0,22,0.0,0,true,false,false,iphone,27.0,broadband,false,mixed,124.0,true,found_alternative
1451,middle_aged,female,student,115.0,780,wallet,3,297,12.4,2.0,declining,44.5,6,20.5,2,12,3.8,1,false,true,true,budget_android,6.0,fast_4g,true,productivity,206.0,true,price_sensitive
1452,young_adult,male,standard,266.0,1794,upi,6,365,4.2,2.1,inactive,37.8,0,0.0,0,0,4.8,2,false,false,true,desktop,54.0,ultra_5g,false,news,90.0,false,price_sensitive
1453,young_adult,male,free_trial,0.0,336,debit_card,2,75,21.2,0.4,inactive,35.6,1,128.0,3,16,4.7,2,false,false,true,budget_android,7.0,ultra_5g,false,fitness,251.0,true,bad_experience
1454,senior,female,standard,428.0,654,credit_card,5,212,23.6,1.5,inactive,37.7,0,0.0,0,35,1.0,7,true,false,true,desktop,40.0,fast_4g,false,entertainment,117.0,true,price_sensitive
1455,senior,male,standard,316.0,1053,debit_card,3,321,43.9,2.4,declining,30.2,0,0.0,0,14,0.0,11,false,false,false,ipad,44.0,fast_4g,false,education,192.0,true,lost_interest
1456,teen,female,standard,464.0,500,credit_card,1,151,3.9,23.1,stable,45.9,11,40.2,0,12,3.4,12,false,true,false,iphone,48.0,fast_4g,true,mixed,133.0,true,price_sensitive
1457,young_adult,female,basic,130.0,1663,credit_card,0,207,,1.9,inactive,32.7,2,27.3,0,49,2.2,16,true,false,false,iphone,12.0,broadband,true,social,278.0,false,lost_interest
1458,adult,male,free_trial,0.0,500,net_banking,1,259,,10.6,declining,31.5,0,0.0,0,18,3.8,6,false,false,false,budget_android,15.0,fast_4g,true,entertainment,,true,found_alternative
1459,young_adult,non_binary,basic,182.0,1033,upi,0,155,10.7,,inactive,66.9,6,101.7,4,9,4.0,1,false,false,true,mid_android,25.0,ultra_5g,true,social,272.0,true,bad_experience
1460,young_adult,female,premium,863.0,411,net_banking,1,73,105.5,0.1,stable,31.9,8,28.9,0,0,0.0,0,false,true,true,ipad,28.0,ultra_5g,true,education,159.0,false,price_sensitive
1461,middle_aged,female,standard,457.0,1812,debit_card,0,157,11.1,5.4,declining,22.4,0,0.0,0,20,4.9,0,false,false,false,flagship_android,19.0,ultra_5g,false,education,116.0,false,found_alternative
1462,middle_aged,male,student,68.0,308,upi,2,9,5.4,1.8,stable,65.7,7,0.7,2,0,0.0,0,false,true,false,flagship_android,50.0,broadband,false,education,185.0,true,bad_experience
1463,young_adult,female,free_trial,0.0,811,debit_card,2,42,14.1,0.1,declining,67.5,0,0.0,0,30,4.1,10,false,false,false,mid_android,26.0,fast_4g,false,productivity,178.0,false,found_alternative
1464,teen,female,standard,343.0,1287,debit_card,0,192,45.8,4.9,increasing,54.6,0,0.0,0,0,,0,false,false,true,multi_device,25.0,ultra_5g,false,education,362.0,true,price_sensitive
1465,young_adult,male,premium,572.0,1453,upi,1,65,8.8,4.7,declining,53.4,3,85.3,1,29,2.4,0,false,true,false,iphone,28.0,broadband,false,entertainment,21.0,true,price_sensitive
1466,middle_aged,male,student,120.0,992,upi,1,264,1.5,2.0,declining,11.4,4,10.2,8,40,1.5,1,true,false,false,mid_android,31.0,broadband,true,social,54.0,true,found_alternative
1467,adult,male,standard,301.0,1387,debit_card,6,283,13.0,1.1,declining,57.3,8,77.8,1,2,4.9,0,false,false,false,mid_android,10.0,broadband,false,education,295.0,true,found_alternative
1468,adult,male,standard,342.0,1242,wallet,2,319,48.5,16.3,declining,45.8,2,84.2,1,34,4.9,0,false,false,true,budget_android,38.0,fast_4g,false,mixed,56.0,true,bad_experience
1469,adult,male,basic,147.0,686,credit_card,3,61,1.5,6.9,increasing,70.3,1,3.4,1,6,3.5,1,false,true,false,mid_android,21.0,slow_2g,false,mixed,172.0,true,price_sensitive
1470,adult,undisclosed,basic,184.0,1639,debit_card,6,61,39.6,0.9,stable,44.6,2,163.9,2,0,0.0,3,true,true,false,ipad,32.0,fast_4g,true,productivity,84.0,false,found_alternative
1471,young_adult,female,standard,472.0,1462,credit_card,1,157,42.9,0.8,stable,77.8,20,173.3,1,49,3.1,1,false,true,false,multi_device,,slow_2g,true,fitness,167.0,true,price_sensitive
1472,young_adult,female,standard,490.0,1054,upi,0,162,41.3,0.2,inactive,57.5,1,120.6,1,1,0.0,1,false,false,false,desktop,4.0,slow_2g,false,mixed,101.0,false,lost_interest
1473,adult,male,student,106.0,1157,upi,4,275,37.4,11.8,declining,28.0,9,71.0,1,13,,4,true,false,false,multi_device,9.0,broadband,true,entertainment,54.0,true,found_alternative
1474,senior,male,standard,347.0,352,net_banking,0,228,5.7,0.4,increasing,3.4,4,84.4,0,1,2.4,11,false,false,true,mid_android,2.0,ultra_5g,true,education,292.0,true,found_alternative
1475,senior,non_binary,basic,103.0,1533,wallet,0,209,24.8,5.8,inactive,68.0,4,152.1,0,0,4.0,0,true,true,false,budget_android,20.0,ultra_5g,true,entertainment,243.0,true,found_alternative
1476,young_adult,male,standard,488.0,709,credit_card,2,88,26.3,,inactive,76.1,0,0.0,0,0,1.1,0,false,true,false,desktop,15.0,broadband,true,education,338.0,false,lost_interest
1477,middle_aged,male,basic,194.0,432,upi,6,248,6.1,7.8,stable,49.4,0,0.0,0,0,3.9,3,false,false,true,iphone,54.0,ultra_5g,true,productivity,250.0,false,price_sensitive
1478,young_adult,non_binary,standard,227.0,927,wallet,0,275,6.3,0.6,stable,27.1,4,71.2,0,22,0.0,12,false,true,true,flagship_android,49.0,fast_4g,true,education,22.0,true,price_sensitive
1479,adult,female,free_trial,0.0,243,credit_card,2,165,7.0,,inactive,1.0,0,0.0,0,0,4.4,0,true,false,false,mid_android,0.0,ultra_5g,true,education,283.0,true,found_alternative
1480,adult,female,basic,149.0,626,net_banking,3,330,16.9,5.0,declining,18.2,10,33.7,1,0,1.4,0,false,false,true,flagship_android,26.0,ultra_5g,true,fitness,81.0,false,bad_experience
1481,middle_aged,male,student,80.0,900,net_banking,0,102,5.2,7.4,declining,41.6,0,0.0,0,3,1.6,2,false,true,false,multi_device,56.0,fast_4g,true,social,349.0,true,found_alternative
1482,teen,female,basic,141.0,643,upi,0,341,40.2,4.3,inactive,35.3,0,0.0,0,6,1.6,6,true,true,true,mid_android,38.0,fast_4g,true,social,353.0,false,price_sensitive
1483,young_adult,female,free_trial,0.0,1320,debit_card,0,344,1.9,19.1,increasing,56.8,0,,0,31,4.0,1,false,false,false,multi_device,37.0,fast_4g,true,education,194.0,true,found_alternative
1484,adult,male,standard,472.0,428,credit_card,0,101,5.7,0.2,inactive,41.0,9,43.3,0,0,2.8,0,false,false,false,iphone,41.0,fast_4g,true,mixed,324.0,false,lost_interest
1485,adult,undisclosed,student,61.0,480,credit_card,1,310,8.0,2.1,stable,37.9,1,51.1,3,6,0.0,1,false,false,true,budget_android,53.0,broadband,true,entertainment,309.0,false,lost_interest
1486,teen,female,standard,346.0,1428,upi,2,77,49.0,7.7,stable,56.9,0,0.0,0,0,1.2,2,false,false,false,ipad,21.0,broadband,true,mixed,296.0,true,found_alternative
1487,young_adult,male,student,70.0,915,debit_card,6,114,8.7,24.3,inactive,8.4,15,16.0,1,26,2.2,1,false,false,false,budget_android,33.0,moderate_3g,true,entertainment,355.0,true,bad_experience
1488,senior,female,standard,321.0,755,net_banking,0,215,6.5,14.6,stable,24.8,6,46.4,0,23,1.5,0,false,false,true,ipad,28.0,slow_2g,true,entertainment,253.0,false,price_sensitive
1489,senior,non_binary,student,72.0,1737,upi,13,207,24.8,3.6,inactive,20.5,13,179.7,1,19,4.1,4,false,false,true,desktop,42.0,fast_4g,false,entertainment,333.0,true,bad_experience
1490,middle_aged,female,standard,457.0,386,debit_card,0,172,27.5,2.0,declining,60.5,0,0.0,0,0,1.5,0,false,false,true,iphone,4.0,ultra_5g,false,productivity,239.0,true,price_sensitive
1491,young_adult,undisclosed,free_trial,0.0,1588,debit_card,0,322,5.6,4.2,stable,0.0,4,8.5,1,0,2.6,0,false,false,false,budget_android,2.0,broadband,true,news,188.0,false,lost_interest
1492,young_adult,female,standard,422.0,166,credit_card,0,60,45.4,4.1,stable,16.1,0,0.0,0,24,1.3,1,false,false,false,mid_android,7.0,broadband,true,social,321.0,true,price_sensitive
1493,senior,male,standard,340.0,745,credit_card,1,302,27.9,1.2,declining,68.3,7,10.3,4,38,3.5,5,false,false,true,mid_android,9.0,ultra_5g,true,entertainment,249.0,true,bad_experience
1494,senior,male,free_trial,0.0,1485,credit_card,2,300,,9.0,declining,31.2,0,0.0,0,46,0.0,0,false,true,true,mid_android,43.0,ultra_5g,true,education,162.0,true,price_sensitive
1495,middle_aged,male,student,103.0,1345,wallet,0,364,9.1,3.6,inactive,59.2,1,47.8,2,45,3.9,0,true,false,false,budget_android,46.0,moderate_3g,false,mixed,281.0,false,lost_interest
1496,young_adult,female,premium,919.0,271,wallet,0,172,10.3,,increasing,19.1,2,16.9,0,21,2.1,0,true,false,false,desktop,20.0,broadband,true,entertainment,78.0,true,lost_interest
1497,adult,female,student,88.0,1552,wallet,12,78,2.4,4.6,declining,83.5,2,56.0,3,30,,5,false,true,false,mid_android,22.0,broadband,false,education,106.0,true,found_alternative
1498,middle_aged,female,basic,193.0,171,credit_card,0,299,21.5,5.5,declining,64.3,2,7.1,0,29,4.0,3,false,false,true,mid_android,56.0,fast_4g,false,education,29.0,true,found_alternative
1499,adult,female,basic,121.0,1759,credit_card,2,206,9.7,0.8,declining,59.2,1,21.7,2,22,2.6,1,true,true,true,multi_device,13.0,broadband,true,fitness,288.0,false,found_alternative
1500,young_adult,female,standard,408.0,418,debit_card,1,171,16.3,2.6,stable,22.1,0,,0,0,1.3,5,false,false,false,mid_android,29.0,fast_4g,false,education,230.0,false,lost_interest
1501,teen,female,premium,964.0,547,credit_card,13,72,11.6,0.3,declining,20.4,12,4.5,6,29,0.0,3,true,false,false,iphone,33.0,broadband,false,productivity,316.0,true,bad_experience
1502,young_adult,male,standard,338.0,194,upi,0,44,4.4,18.7,declining,19.5,7,62.5,0,25,2.7,9,true,true,true,desktop,13.0,fast_4g,false,news,281.0,false,bad_experience
1503,young_adult,non_binary,free_trial,0.0,477,net_banking,0,237,8.2,13.8,declining,60.1,8,108.6,0,18,0.0,0,false,false,true,multi_device,23.0,fast_4g,true,mixed,329.0,false,bad_experience
